umkm_id,author,rating,date_relative,text
naste,Inggou David Purba,2,4 bulan lalu,"Rasanya standar, nasi gorengnya tidak panas.
Harga standar, pembayaran dapat menggunakan QRIS. Pembayaran dengan gesek kartu debit/credit minimal belanja 100 rb. Toilet bersih. 👍
Lokasi strategis, parkiran sempit dan berbayar."
naste,Nickson “Nicksonlouis” Louis,5,4 bulan lalu,
naste,Muhammad Shoufi Fadly,5,4 bulan lalu,
naste,Herman Gui,3,4 bulan lalu,"Lama menunggu , kasir tidak sigap bisa ngobrol orang lagi mau bayar , nasi lembek"
naste,sirhan muhammad,2,4 bulan lalu,Lambat
naste,Fajri Ramadhan,3,4 bulan lalu,
naste,Eddy Yang,4,4 bulan lalu,
naste,Arif Fahlevi,5,4 bulan lalu,
naste,Thomas Tanujaya,3,4 bulan lalu,
naste,Nora Diary,5,4 bulan lalu,
naste,Hendrik d7 orchid,5,4 bulan lalu,Bagus
naste,Wellington,1,4 bulan lalu,"SABTU, 1 NOVEMBER 2025

TEPAT DI HARI & TGL ITU SAYA DATANG BERDUA, PAS DATANG TIDAK DILAYANI SAMA STAFFNYA, TERUS PAS KITA TANYA STAFF MASIH ADA TEMPAT G? EH STAFFNYA SENGAJA LAMAIN DONG DI MEJA LAIN! GILIRAN KITA CARI KURSI SENDIRI, STAFFNYA SEENAK JIDAT DATANG BILANG EMANG UDAH WAITING LIST? HAHAHAHA LOL SO FUNNY. SETELAH ITU WAKTU KITA MAU DAFTAR WAITING LIST TERNYATA YA KAN MASIH BANYAK YANG BELUM MAKAN DONG WKWKWKKW, PADAHAL STAFF RAME TAPI KERJA LAMBAT !!! BANYAK BERBICARA SESAMA STAFF, KERJA SENGAJA LAMBAT BIAR DIKIRA RAME X YA KAN !!!! TANPA 1 2 3 AUTO CABUT GAISS, STAFF TIDAK RAMAH & TIDAK ARAHIN & TIDAK BERTANYA, SEPERTI LAYANIN DIRI SENDIRI COK !!

BETTER KALIAN MIKIR 2 X BUAT MAKAN DISINI !! NOT RECOMMEND !!!"
naste,Japardi D,5,4 bulan lalu,Makanannya enak. Tempatnya bersih dan nyaman. Makanannya agak lama sih keluarnya. Tapi bisa dimaklumin soalnya memang rame pengunjungnya
naste,sam Mariella,4,Diedit 4 bulan lalu,"Review ini berdasarkan Online Delivery.
Diluar dugaan, dalam 30 menit delivery tiba. Nasi nya masih terasa hangat.

Overall, taste nya not bad. Daging sapi nya potong lumayan besar jika dibanding dengan yang sejenis. Masih bisa terasa serat daging nya and taste good.

Update 27. 12.2025
Naste menurut saya, makin enak. Daging nya lembut, rasa sate nya lebih wangi.. Rekomended deh.

Acar bawang nya besar besar dan super wangi saat di gigit.

Kesimpulan : lebih enak dari nasgor sejenis"
naste,Isser Zebua,5,4 bulan lalu,Sangat Lezat dan Semoga Beruntung
naste,Bai Qi,5,4 bulan lalu,"Tempat nya bagus, bersih, harganya juga pas, rekomended untuk yang suka nasi goreng..."
naste,Rini Rintoy,5,5 bulan lalu,"Naste... Nasi goreng sate...
Anakku suka banget makan disini...
Lihat tuh nasi goreng anak2nya bentuknya kepala teddy bear, imut lucu. Kalo nasi goreng anaknya gak pake cabe ya...
Untuk rasa nasi goreng biasa, rasanya juga enak ya... rada pedas, tapi berasa bumbunya. Gak cuma rasa kecap dan cabe doank ya.
Pilihan telurnya bisa mata sapi, dadar dan barendo.
Oya, mereka pakai telur omega ya gaess!
Disini selain sedia nasi goreng, mereka sediain varian indomi, semur dan cakwe ya..
Untuk minuman juga variatif, ada wedang ronde dan susu wedang ronde yg wajib dicobain.
Untuk harga nasi goreng+telur+sateayam 25rb (update des'2025)

Udahlah sini lah kelen, tempatnya bersih. Parkiran berbayar, tapi lumayan banyak ya.
Tukang parkirnya juga mau kerja kok, nyariin parkiran. Gak cuma nongol pas kita mau pergi aja.
Okdeh semoga sukses selalu NASTE"
naste,Marchell,1,5 bulan lalu,"Saya cukup kecewa dengan pengalaman makan di tempat ini. Pesanan saya tidak dicatat dengan baik sehingga saya harus melakukan pemesanan sebanyak dua kali, dan hal tersebut membuat waktu tunggu menjadi sangat lama.
Saat makanan datang, nasi gorengnya sangat pedas dan tidak sesuai dengan ekspektasi. Daging sate ayam yang diberikan sangat sedikit, dan ukuran sate kerangnya pun sangat kecil, sama sekali tidak sebanding dengan harga yang dibayarkan.
Selain itu, pelayanan kurang ramah, tidak ada senyum maupun sikap melayani yang baik dari staf.
Secara keseluruhan, pengalaman makan di sini tidak memuaskan dan perlu banyak perbaikan, baik dari segi kualitas makanan maupun pelayanan."
naste,Donald Heryanto,1,5 bulan lalu,"Cukup untuk pertama kali dan terakhir makan keresto ini, karena pelayan (waiters) sangat budek/pekak. Saya datang 21/12/25 malam, pesan nasi goreng anak 2 porsi tidak pedas ya dan tidak direpeat order. Pas datang makanan kn harus dicoba dulu atau dirasa, anak saya kepedasan jadi tidak mau makan. Komplain ke waitersnya katanya udah dimakan ga bisa diganti... Sungguh pelayanan yg buruk... Harga mahal tapi pelayanan tidak sesuai."
naste,Vera Vitriza,5,5 bulan lalu,"Rasa dagingnya juice,  mantap lha"
naste,Lebah Begantong,1,5 bulan lalu,"Jauh dari Bayangan.. Harganya kurang bagus..  masih terlau mahal dibanding Nasi Goreng di Warkop Agam (Aceh) ada juga diberi daging atau ayam semur.. Disini yg kurang menurut saya :
- Harganya masih kurang pas
- Nasinya pas porsinya
- Daging satenya gak sesuai di IG banyaknya..
- Acarnya lumayan enak.
- Sate Kerang/Sate empela mahal gak sebanding isi dan harganya.. Kerangnya sebesar Kuku Jari Kelingking isinya 5 pcs sesangkan remelonya sebesar ruas jari kelingking isi 4 pcs
- Rasa Nasi Gorengnya seperti NasinGoreng Malaysia .. terasa kali seperti Bumbu Indianya.. seperti kue merkhu.."
naste,Ronny Wijaya,5,5 bulan lalu,
naste,Lulu Nazmi Mardiyah,1,5 bulan lalu,"Aku tidak menyangka rasanya seperti ini, aku sangat kecewa. Aku tidak bisa membayangkan makan nasi goreng panas yang dingin. Nasi yang disajikan benar-benar dingin, telurnya dingin, nasi gorengnya terlalu manis. Bukan seperti yang aku inginkan, kan? Aku menyesal makan di sini, aku baru sekali ke sini."
naste,nyoman Sudrajat,1,5 bulan lalu,"Cara penyambutan pembeli berantakan, pembeli harus antri bisa sampe 1 jam trs klo dah Terima pesanan hrs cpt mknya ga bisa santai karena yg antri byk saya sarankan klo ngantri mending ga usah beli toh msh byk kok Nasi goreng yg enak di Medan ini dan saya sarankan buat penjualnya hrs cpt tanggap kepada pembelinya... Jgn sampe menunggu lama jgn sampai rasa Lapar dan seleranya Hilang.."
naste,Greis Sutra Yusnita Sitorus,5,5 bulan lalu,Makanannya sangat enak dan porsinya pun banyak. Lezat.🥰🥰👍 Sukses terus NASTE.👍👍💝
naste,wiltar simanjuntak,5,5 bulan lalu,
naste,Firman Nasution,4,5 bulan lalu,
naste,Jamaluddin Satuno,5,5 bulan lalu,
naste,Endang Sriwahyuni,4,5 bulan lalu,Menurut saya sih lumayan...kerna sudah terbiasa dengan nasgor langganan JD yg lain JD biasa aja🙏
naste,Nzwa Ramadhani,5,5 bulan lalu,
naste,Tamrin Imanuel Panggabean,5,5 bulan lalu,
naste,Jovhanlo_luwis Luwis,5,5 bulan lalu,
naste,Medina Rhamadani,2,5 bulan lalu,"Pesanan nya lama datang, gitu datang nasgor nya dingin. Telur kribo nya pun dingin jd pas di makan amem. Pdhl pas datang ga rame kali karna ujan deras. Gatau la apa yg buat lama"
naste,weve mer,1,5 bulan lalu,"kita datang waktu lagi rame, seharusnya staffnya bukain meja buat kita duduk karena di dalam penuh, bahkan satpamnya udah suruh staffnya bukain meja tapi gada satupun yang bukain dan kita dibiarin berdiri di luar gitu aja, jadinya kita langsung cabut👎"
naste,FN NA,4,5 bulan lalu,Nasi goreng ny ok enk . Tpi pelayanan ny seperti kariawan ny sangat kurang sekali ...
naste,Koko Meow,4,5 bulan lalu,
naste,Wiselly Ongko,1,5 bulan lalu,"Sudah pesan, sudah 1 jam dan yang datang cuma minuman tapi belum ada makanan, meja lain yang datang setelah kami sudah pesan makanan, waktu ditanya soal antrian mereka langsung antri dan harus menunggu agak lama, tapi makanan di meja lain yang datang setelah kami sudah datang, jadi dibatalkan saja, kecewa banget padahal kami sudah rela menunggu!"
naste,Abu Amar,1,5 bulan lalu,"Pelayanan benar benar buruk
Saya datang saat ramai, saya sudah tanya pelayannya ada tempat atau tidak, diinfokan masih penuh tapi tidak ada menginfokan bahwa ada waiting list
Kebetulan disebelah aja yang baru selesai makan, saya duduk di bangku kosong
Tapi setelah pelayan datang saya dihardik ""SUDAH WAITING LIST?""
Padahal tidak ada yang menginfokan
baru pertama kali saya mendapatkan pelayanan seperti ini
NAJIS SAYA MAKAN DISINI"
naste,Fadila Sofiana,5,5 bulan lalu,Enak banget enak banget enak banget. Satu porsi naste ayam 25 ribu. Parkiran cukup aman. Cuma kursinya kurang banyak.
naste,Muhammad Dandi Nugroho,5,5 bulan lalu,
naste,Eonard Channel,5,5 bulan lalu,Mantap
naste,Calina,5,5 bulan lalu,"Terenak nasi goreng di medan sejauh ini, smokey nya dapat, daging sate sapinya lembut banget dan tasty…"
naste,Tikitok TV,5,6 bulan lalu,
naste,Joshua Sudargo,3,6 bulan lalu,
naste,Nadya Chalisa,5,6 bulan lalu,"Ini nasi goreng pedas, dan mereka sudah memasak nasi gorengnya jadi tidak butuh waktu lama untuk menyajikannya. Tempatnya bersih, dan berangin, pelayanannya juga bagus."
naste,Sentosa Halim,5,6 bulan lalu,
naste,Civil War,5,6 bulan lalu,"Nasi goreng sate, makanan ini cukup seru untuk wisatawan dan perlu dicoba"
naste,Seri Ulina Barus,2,6 bulan lalu,"4 x makan di tmpat
1 x grabfood
Tdnya mau dtg kembali krn rasanya yg ok..
Tapi,
Baru x ini pedas x nagornya
Sampe plg ke rumah perut panas
Ga biasa2nya se pedas ini..
Blg sm waitressnya cmn diem aja...flat aja gt ekspresinya.. kapok.. perut panas bgt ini sdh sejam sejak sy makan td, perut jd ga nyaman sangkin pedesnya.. ampun"
naste,Muhammad Aldiansyah,3,6 bulan lalu,
naste,Rifaldi Pane,1,6 bulan lalu,Rasanya biasa saja
naste,Alex,4,6 bulan lalu,
naste,Hendri Dunan,1,6 bulan lalu,"Pelayanan sangat lama
Menunggu 35 menit."
naste,juli susanto,5,6 bulan lalu,"Nasi gorengnya Mantep...yg makan rame banget. Tastenya juga A, biarpun ramai tapi pelayanannya terhitung cepat.
Bisa request pedas dan non pedas, yg non pedas unik, model sajiannya nasi dicetak pakai cetakan nasi gambar kepala beruang 🐻"
naste,Sanz Grifrio Limin,5,6 bulan lalu,
naste,Hastri ditha,3,6 bulan lalu,"Kesan pertama Dtg kesini..
Nasgor nya rasanya seperti nasi goreng semur pada umumnya ya.. nasi nya hampir dingin, telur kribo nya juga dingin jadi alot.. makanan cukup lama Dtg nya padahal waktu Dtg ga begitu ramai.."
naste,Ufo Afuk,5,6 bulan lalu,
naste,Rotua Manalu,2,6 bulan lalu,"Pelayanan sangat tidak memuaskan
Menunggu pesanan sampai 1 jam
Mendulukan orang yg belakangan pesan !

Menu tdk ready setelah komplain baru di kasih tau kalau menu kosong"
naste,Ummi Jiwi,3,6 bulan lalu,
naste,Addin Wibowo,5,6 bulan lalu,"Alternatif nasi goreng di Medan yang worth it. Porsinya lumayan besar, dagingnya banyak, pakai telur omega. Bumbunya mantap, cocok buat yg suka pedas. Ada versi tidak pedas jg buat anak². Tempatnya bersih, pelayanannya cepat."
naste,Indra Sukma,5,6 bulan lalu,paten x mmang
naste,Rizki Ramadhan,1,6 bulan lalu,"Pelayan tidak bisa mengurutkan prioritas pesanan mana dulu yang harus dilayani. Yang datang belakangan, tiba2 sudah dilayani terlebih dahulu dibanding yang datang duluan. Nunggu setengah jam untuk menunggu pesanan yang dibungkus."
naste,Yonta Purba,4,6 bulan lalu,"- Nasi gorengnya enak. standar nasi goreng pada umumnya
- daging sapinya mantap, perpaduan rasa bumbu dan dagingnya pas
- bumbu di daging ayamnya terlalu pekat & manis
- telur kribo terlalu asin dan berminyak (tapi kering). jadi cepat enek. aku makan ga sampe habis. kalau makan 1 porsi untuk sharing mungkin cocok.

- nunggu pesanannya lama. 30menit lebih"
naste,Dwi Adelia,1,6 bulan lalu,"Pelayanan buruk. Waiters gajelas
Makanan ga dianter2, nunggu lama."
naste,Rob By,5,6 bulan lalu,
naste,Riessa Melani,5,6 bulan lalu,
naste,Indra Hariady,5,6 bulan lalu,"Enak, mantap"
naste,Fika Sabrina,5,6 bulan lalu,
naste,Roma Rezeki,5,6 bulan lalu,
naste,stainly chulifier,5,6 bulan lalu,
naste,Shen,5,6 bulan lalu,
naste,Yahsin Kodrat,5,6 bulan lalu,
naste,Kevin Ageng Prayogo,5,6 bulan lalu,Okelah
naste,Albert Rustam (All Be Alright),5,6 bulan lalu,
naste,Ikka Nurwulan,5,6 bulan lalu,"Pertama kali kesini
doi ga bisa makan pedes
jd direkomend waiters menu yg untuk anak anak
ga expect dtg nya di bentuk pala boneka begini😭😆
seketika lgsg di bejek"" di ancurin hahha"
naste,ghina mardhiyah,5,6 bulan lalu,
naste,ILMA YUDI NASUTION,5,6 bulan lalu,
naste,novri zulhafizar,5,6 bulan lalu,
naste,Ivana Alona,5,6 bulan lalu,Sedap nasgornya
naste,Ling Ling,5,6 bulan lalu,
naste,Rifki Beni Wahid,5,6 bulan lalu,
naste,Freddy Hartono ho,5,6 bulan lalu,
naste,Rudianto,5,6 bulan lalu,
naste,Erwin Jm,3,6 bulan lalu,B aja
naste,Amal Simanjuntak,5,6 bulan lalu,
naste,Domonicus Hary,5,6 bulan lalu,
naste,Rara Chairul,4,6 bulan lalu,
naste,Ade Santiana,5,6 bulan lalu,
naste,Anggita Manik,5,6 bulan lalu,"Enaaak, pesen nasgor sate sapi and dagingnya banyak, tapi sate kerangnya kecil bgt untuk harga 6rb per tusuk. Pelayanannya gercep. Tukang parkirnya helpful."
naste,Eko Oke,5,6 bulan lalu,Sore-sore makan nasi goreng naste yang sudah buka dari jam 7.30 pagi dan tutup jam 00.00 Wib. Makanan yang di foto sesuai dengan yang datang ke meja. Rasa makanan enak dengan porsi daging yang cukup banyak plus cabe acar yang tersedia di meja jadi menambah selera makan. Untuk susu rondenya enak plus ronde yang isian kacangnya gurih. Mantap lah
naste,james lim,4,7 bulan lalu,
naste,AW 26,5,7 bulan lalu,
naste,Louiscia 93,5,Diedit 7 bulan lalu,
naste,Rene susihati Batee,5,Diedit 7 bulan lalu,
naste,Evitriana Susanti Hatta,5,7 bulan lalu,
naste,Soeryo Soemirat Soemodihardjo,4,7 bulan lalu,
naste,Nadilla zahfira,5,7 bulan lalu,
naste,Rizki Hasbullah,5,7 bulan lalu,
naste,Lynda Daslam,5,7 bulan lalu,
naste,Sulina Salim,4,7 bulan lalu,"Rasa Nasi goreng nya BIASA aja. Rasa nasi goreng Kari kurang garem lagi alias kaya makan nasgor kari hambar gitu.
Yang buat beda cuma di Bumbu Semur nya.
Dan ada telur dadar keriting itu plus nya, tapi telur dadar keritingnya gk ad rasa juga.l terlalu berminyak. Mending pesan teur dadar biasa atau ceplok mata sapi,
Untuk pelayanan minuman lambat, selak tecekik orang udah mau habis makanan baru diantar minuman. Padahal karyawannya lumayan banyak ya"
naste,Wandy Wijaya,4,7 bulan lalu,
naste,tamii,5,7 bulan lalu,
naste,Grace Lim,2,7 bulan lalu,Parah mesen dari grab udah 1 setengah jam belum dianter juga
naste,Asa Simbolon,1,7 bulan lalu,"Asli pelajaranlah datang kesini, cukup pertama dan terakhir, pesan Nasi goreng, bubur ayam, cakwe dan wedang ronde lamanya bukan main. Datang jam 8, sampe jam 10 pesanan datangnya satu persatu. Mesan air putih hangat, yang datang air panas setengah gelas.
Penyajian macam apa seperti ini??? Menyajikan minuman hanya setengah gelas. Ketika dikomentari, pelayannya yg keling nyolot pula gak ada juar air putih hangat... 😂😂😂 gawat gak???
Ternyata yang datang kesini semua korban IG. Semua yang datang pada kecewa....

Tidak sebanding harga makanan dan pelayanan, ada gak dibaeah bintang 1???"
naste,Asnita Ratnasari,5,7 bulan lalu,layak untuk dibeli🥰🥰
naste,Kaka Samuel,1,7 bulan lalu,UDA DI BLG GAMAU PAKE SAYUR TETEP DIKASI RESTO GAADA LOTERASI
naste,dede aulia raja nst,5,7 bulan lalu,
naste,dms p,5,7 bulan lalu,"tempat makan yg worth to buy.
untuk pecinta nasi goreng, wajib dicoba nih"
naste,Andika Bayu,5,7 bulan lalu,
